,Type,Compounds,SMILES,SCF,Ref,Cultivate_mode,pH,PFAS_concentration (Î¼g/kg),Exposure_time,Protein_content (%),Lipid_content (%),Species_alfalfa,Species_celery,Species_head_lettuce,Species_leaf_lettuce,Species_lettuce,Species_maize,Species_mung bean,Species_pea,Species_radish,Species_radish_e,Species_romaine_lettuce,Species_ryegrass,Species_soybean,Species_tomato,Species_wheat,SpAbs_A,SpMAD_A,nO,AATS6Z,AATS7i,AATS6se,Predictions
56,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,-0.116906641,[5],0,8.43,12.6,210,4,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25.529641,1.02118564,2,61.33333333,237.7166294,12.952512,-0.054446087
112,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-0.107905397,[14],0,6.5,1000,45,5.2,3.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,29.28901143,1.009965911,3,67,234.1145328,12.98542163,-0.132229576
97,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-0.102372909,[14],0,6.5,1000,45,4.33,3.23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.28901143,1.009965911,3,67,234.1145328,12.98542163,-0.167150337
142,16,PFTeA,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,-0.090979146,[5],0,8.43,0.37,210,4,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,44.45542014,1.03384698,2,62.93333333,236.7021368,12.8794392,-0.088458148
110,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-0.086186148,[14],0,6.5,1000,45,7.38,3.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,29.28901143,1.009965911,3,67,234.1145328,12.98542163,-0.116868608
104,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-0.086186148,[14],0,6.5,200,45,5.67,3.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,29.28901143,1.009965911,3,67,234.1145328,12.98542163,-0.19502944
58,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,-0.07211659,[5],0,8.2,26.1,210,4,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25.529641,1.02118564,2,61.33333333,237.7166294,12.952512,-0.087456069
105,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-0.070581074,[14],0,6.5,1000,45,3.25,3.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,29.28901143,1.009965911,3,67,234.1145328,12.98542163,-0.129341018
143,16,PFTeA,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,-0.059483515,[5],0,8.15,0.39,210,4,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,44.45542014,1.03384698,2,62.93333333,236.7021368,12.8794392,-0.094469382
147,17,PFUnA,C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,-0.046240308,[5],0,8.2,0.89,210,4,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,34.99253057,1.029192076,2,62.47619048,236.95576,12.90031714,-0.055177505
117,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-0.036212173,[14],0,6.5,1000,45,4.85,3.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,29.28901143,1.009965911,3,67,234.1145328,12.98542163,-0.028369037
121,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-0.031517051,[14],0,6.5,1000,45,6.69,3.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,29.28901143,1.009965911,3,67,234.1145328,12.98542163,-0.109354863
50,12,PFNA,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,-0.01188716,[5],0,8.2,22,210,4,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,28.68393753,1.02442634,2,61.86666667,237.3361947,12.9281544,-0.073453138
26,9,PFHpA,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,-0.004803708,[5],0,8.15,7.33,210,4,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,22.37534449,1.017061113,2,60.44444444,238.4774989,12.993108,0.077773179
80,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0,[14],0,6.5,1000,45,5.42,3.23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.28901143,1.009965911,3,67,234.1145328,12.98542163,-0.124406165
114,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.012837225,[14],0,6.5,1000,45,6.2,3.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,29.28901143,1.009965911,3,67,234.1145328,12.98542163,0.003622538
16,7,PFDA,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.041392685,[4],0,6.1,93.45,162,4.45,3.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31.83823405,1.027039808,2,62.22222222,237.1079339,12.911916,0.117228476
33,10,PFHxA,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.045322979,[5],0,8.15,22.8,210,4,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,19.22104788,1.011634099,2,58.66666667,227.8395358,13.0743,0.016823451
145,17,PFUnA,C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.06069784,[5],0,8.43,0.76,210,4,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,34.99253057,1.029192076,2,62.47619048,236.95576,12.90031714,-0.022633425
61,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.071882007,[13],0,8.26,416.8,45,7.4,2.15,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.529641,1.02118564,2,61.33333333,237.7166294,12.952512,0.082695434
31,10,PFHxA,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.08278537,[5],0,8.21,5.43,210,4,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,19.22104788,1.011634099,2,58.66666667,227.8395358,13.0743,0.140494855
47,12,PFNA,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.086359831,[5],0,8.21,2.01,210,4,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,28.68393753,1.02442634,2,61.86666667,237.3361947,12.9281544,0.084052268
27,9,PFHpA,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.089905111,[5],0,8.2,12.9,210,4,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,22.37534449,1.017061113,2,60.44444444,238.4774989,12.993108,0.056157853
32,10,PFHxA,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.096910013,[5],0,8.43,10.2,210,4,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,19.22104788,1.011634099,2,58.66666667,227.8395358,13.0743,0.132326367
21,9,PFHpA,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.096910013,[4],0,6.1,8.61,129,7,2.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.37534449,1.017061113,2,60.44444444,238.4774989,12.993108,0.147047695
65,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.120573931,[13],0,8.26,416.8,45,3.35,5.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,25.529641,1.02118564,2,61.33333333,237.7166294,12.952512,0.053487219
34,10,PFHxA,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.130333768,[5],0,8.2,15.2,210,4,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,19.22104788,1.011634099,2,58.66666667,227.8395358,13.0743,0.096197669
15,7,PFDA,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.155336037,[4],0,6.1,93.45,162,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,31.83823405,1.027039808,2,62.22222222,237.1079339,12.911916,0.153489932
55,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.187520721,[5],0,8.21,4.33,210,4,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25.529641,1.02118564,2,61.33333333,237.7166294,12.952512,0.105335703
118,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.204119983,[14],0,6.5,1000,45,5.46,3.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,29.28901143,1.009965911,3,67,234.1145328,12.98542163,0.097379332
24,9,PFHpA,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.206825876,[5],0,8.21,1.21,210,4,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,22.37534449,1.017061113,2,60.44444444,238.4774989,12.993108,0.176968854
25,9,PFHpA,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.212187604,[5],0,8.43,1.81,210,4,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,22.37534449,1.017061113,2,60.44444444,238.4774989,12.993108,0.157776122
7,5,PFBA,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,0.214843848,[5],0,8.2,13.5,210,4,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12.91244622,0.993265094,2,9,0,10.368,0.223712269
140,15,PFPeA,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,0.250420002,[5],0,8.15,10.1,210,4,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16.06675223,1.004172014,2,50.66666667,236.9229527,12.838848,0.247992157
139,15,PFPeA,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,0.276461804,[5],0,8.43,6.68,210,4,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16.06675223,1.004172014,2,50.66666667,236.9229527,12.838848,0.257571412
8,6,PFBS,C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,0.344392274,[4],0,6.1,48.58,224,1.38,0.17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.6718243,0.980695547,3,56,236.9229527,13.283136,0.368091539
35,11,PFHxS,C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,0.36361198,[4],0,6.1,1.38,224,1.38,0.17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.98041838,0.999148625,3,68.8,232.0671768,13.0782402,0.47114563
45,12,PFNA,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.371067862,[4],0,6.1,20.15,162,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,28.68393753,1.02442634,2,61.86666667,237.3361947,12.9281544,0.385395199
53,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.383815366,[4],0,6.1,78.52,162,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25.529641,1.02118564,2,61.33333333,237.7166294,12.952512,0.430568799
20,9,PFHpA,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.399673721,[4],0,6.1,8.61,224,1.38,0.17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.37534449,1.017061113,2,60.44444444,238.4774989,12.993108,0.420513904
4,5,PFBA,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,0.408239965,[5],0,8.21,1.19,210,4,3.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12.91244622,0.993265094,2,9,0,10.368,0.430305844
60,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.498310554,[13],0,8.26,416.8,45,8.23,2.33,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.529641,1.02118564,2,61.33333333,237.7166294,12.952512,0.360131752
11,6,PFBS,C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,0.5289167,[4],0,6.1,48.58,162,4.45,3.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.6718243,0.980695547,3,56,236.9229527,13.283136,0.645008897
10,6,PFBS,C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,0.562292864,[4],0,6.1,48.58,162,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16.6718243,0.980695547,3,56,236.9229527,13.283136,0.569353465
70,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.572871602,[4],0,6.1,49.66,162,4.45,3.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.28901143,1.009965911,3,67,234.1145328,12.98542163,0.48102992
22,9,PFHpA,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.57863921,[4],0,6.1,8.61,162,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,22.37534449,1.017061113,2,60.44444444,238.4774989,12.993108,0.571017438
9,6,PFBS,C(C(C(F)(F)S(=O)(=O)O)(F)F)(C(F)(F)F)(F)F,0.614897216,[4],0,6.1,48.58,129,7,2.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.6718243,0.980695547,3,56,236.9229527,13.283136,0.533080066
69,14,PFOS,C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.627365857,[4],0,6.1,49.66,162,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,29.28901143,1.009965911,3,67,234.1145328,12.98542163,0.52144899
37,11,PFHxS,C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,0.636487896,[4],0,6.1,1.38,162,7,2.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.98041838,0.999148625,3,68.8,232.0671768,13.0782402,0.621098799
136,15,PFPeA,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,0.655138435,[4],0,6.1,11.55,129,7,2.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.06675223,1.004172014,2,50.66666667,236.9229527,12.838848,0.628768558
38,11,PFHxS,C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,0.712649702,[4],0,6.1,1.38,162,4.45,3.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.98041838,0.999148625,3,68.8,232.0671768,13.0782402,0.708939459
62,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.727541257,[13],0,8.26,416.8,45,4.45,3.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,25.529641,1.02118564,2,61.33333333,237.7166294,12.952512,0.54560757
23,9,PFHpA,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.740362689,[4],0,6.1,8.61,162,4.45,3.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.37534449,1.017061113,2,60.44444444,238.4774989,12.993108,0.76184433
36,11,PFHxS,C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,0.748188027,[4],0,6.1,1.38,162,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,22.98041838,0.999148625,3,68.8,232.0671768,13.0782402,0.747102629
54,13,PFOA,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.880813592,[4],0,6.1,78.52,162,4.45,3.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.529641,1.02118564,2,61.33333333,237.7166294,12.952512,0.665497707
137,15,PFPeA,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,0.932980822,[4],0,6.1,11.55,162,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16.06675223,1.004172014,2,50.66666667,236.9229527,12.838848,0.931544068
30,10,PFHxA,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,0.950851459,[4],0,6.1,11.51,162,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,19.22104788,1.011634099,2,58.66666667,227.8395358,13.0743,0.940749867
1,5,PFBA,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,1.03702788,[4],0,6.1,4.68,129,7,2.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.91244622,0.993265094,2,9,0,10.368,1.084070652
28,10,PFHxA,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,1.075911761,[4],0,6.1,11.51,224,1.38,0.17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.22104788,1.011634099,2,58.66666667,227.8395358,13.0743,1.018821206
3,5,PFBA,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,1.140508043,[4],0,6.1,4.68,162,4.45,3.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.91244622,0.993265094,2,9,0,10.368,1.206353459
2,5,PFBA,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,1.415474168,[4],0,6.1,4.68,162,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,12.91244622,0.993265094,2,9,0,10.368,1.384700333
0,5,PFBA,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,1.694517454,[4],1,6.1,4.68,224,1.38,0.17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.91244622,0.993265094,2,9,0,10.368,1.575128956
