"","Substance","func","size_class","layer","time","cell_type_general","species","assay","type","media","dose","model_2_values","bmd_id"
"439","QKZn1yzA","Uz7EpZDf","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","5qCzAug7","qlDIDyXU",90,2.72204552432356,7113
"440","QKZn1yzA","Uz7EpZDf","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","5qCzAug7","qlDIDyXU",100,3.21413469940353,7113
"441","QKZn1yzA","A70g0AFL","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","0zOtfXDE","qlDIDyXU",10,99.6929098701491,7114
"442","QKZn1yzA","A70g0AFL","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","0zOtfXDE","qlDIDyXU",20,99.715649809863,7114
"443","QKZn1yzA","A70g0AFL","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","0zOtfXDE","qlDIDyXU",30,99.7425566679064,7114
"444","QKZn1yzA","A70g0AFL","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","0zOtfXDE","qlDIDyXU",40,99.7736304442791,7114
"445","QKZn1yzA","A70g0AFL","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","0zOtfXDE","qlDIDyXU",50,99.8088711389813,7114
"446","QKZn1yzA","A70g0AFL","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","0zOtfXDE","qlDIDyXU",60,99.8482787520129,7114
"447","QKZn1yzA","A70g0AFL","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","0zOtfXDE","qlDIDyXU",70,99.8918532833739,7114
"448","QKZn1yzA","A70g0AFL","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","0zOtfXDE","qlDIDyXU",80,99.9395947330643,7114
"449","QKZn1yzA","A70g0AFL","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","0zOtfXDE","qlDIDyXU",90,99.9915031010841,7114
"450","QKZn1yzA","A70g0AFL","YyZvyFTy",1,24,"TDInCFgc","jXPRHjvl","u2kJRT78","0zOtfXDE","qlDIDyXU",100,100.047578387433,7114
"451","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","CqK4tIyT","SKQGslHu",10,98.4818181817921,8030
"452","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","CqK4tIyT","SKQGslHu",20,92.7949999992848,8030
"453","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","CqK4tIyT","SKQGslHu",30,87.3703030284632,8030
"454","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","CqK4tIyT","SKQGslHu",40,82.2077272693273,8030
"455","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","CqK4tIyT","SKQGslHu",50,77.307272721877,8030
"456","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","CqK4tIyT","SKQGslHu",60,72.6689393861123,8030
"457","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","CqK4tIyT","SKQGslHu",70,68.2927272620333,8030
"458","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","CqK4tIyT","SKQGslHu",80,64.1786363496399,8030
"459","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","CqK4tIyT","SKQGslHu",90,60.3266666489322,8030
"460","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","CqK4tIyT","SKQGslHu",100,56.7368181599102,8030
"461","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","GbdjGe0y","SKQGslHu",10,101.883090909074,8033
"462","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","GbdjGe0y","SKQGslHu",20,88.4879999992765,8033
"463","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","GbdjGe0y","SKQGslHu",30,77.1201818163202,8033
"464","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","GbdjGe0y","SKQGslHu",40,67.7796363602052,8033
"465","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","GbdjGe0y","SKQGslHu",50,60.4663636309313,8033
"466","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","GbdjGe0y","SKQGslHu",60,55.1803636284986,8033
"467","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","GbdjGe0y","SKQGslHu",70,51.9216363529071,8033
"468","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","GbdjGe0y","SKQGslHu",80,50.6901818041569,8033
"469","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","GbdjGe0y","SKQGslHu",90,51.4859999822478,8033
"470","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","GbdjGe0y","SKQGslHu",100,54.3090908871799,8033
"471","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","h2yuSrPE","SKQGslHu",10,93.664727272691,8036
"472","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","h2yuSrPE","SKQGslHu",20,78.1174999992531,8036
"473","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","h2yuSrPE","SKQGslHu",30,65.0967878768998,8036
"474","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","h2yuSrPE","SKQGslHu",40,54.602590905631,8036
"475","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","h2yuSrPE","SKQGslHu",50,46.6349090854467,8036
"476","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","h2yuSrPE","SKQGslHu",60,41.193742416347,8036
"477","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","h2yuSrPE","SKQGslHu",70,38.2790908983319,8036
"478","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","h2yuSrPE","SKQGslHu",80,37.8909545314013,8036
"479","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","h2yuSrPE","SKQGslHu",90,40.0293333155552,8036
"480","QKZn1yzA",NA,"1XWHdme1",1,6,"TDInCFgc","w15ouKhY","syM1zigH","h2yuSrPE","SKQGslHu",100,44.6942272507938,8036
"481","QKZn1yzA",NA,"YyZvyFTy",1,6,"TDInCFgc","w15ouKhY","syM1zigH","fg8OVq0S","SKQGslHu",10,86.9690909090399,8039
"482","QKZn1yzA",NA,"YyZvyFTy",1,6,"TDInCFgc","w15ouKhY","syM1zigH","fg8OVq0S","SKQGslHu",20,72.2634999992402,8039
"483","QKZn1yzA",NA,"YyZvyFTy",1,6,"TDInCFgc","w15ouKhY","syM1zigH","fg8OVq0S","SKQGslHu",30,59.8668484829489,8039
"484","QKZn1yzA",NA,"YyZvyFTy",1,6,"TDInCFgc","w15ouKhY","syM1zigH","fg8OVq0S","SKQGslHu",40,49.7791363601659,8039
"485","QKZn1yzA",NA,"YyZvyFTy",1,6,"TDInCFgc","w15ouKhY","syM1zigH","fg8OVq0S","SKQGslHu",50,42.0003636308913,8039
"486","QKZn1yzA",NA,"YyZvyFTy",1,6,"TDInCFgc","w15ouKhY","syM1zigH","fg8OVq0S","SKQGslHu",60,36.530530295125,8039
"487","QKZn1yzA",NA,"YyZvyFTy",1,6,"TDInCFgc","w15ouKhY","syM1zigH","fg8OVq0S","SKQGslHu",70,33.3696363528671,8039
"488","QKZn1yzA",NA,"YyZvyFTy",1,6,"TDInCFgc","w15ouKhY","syM1zigH","fg8OVq0S","SKQGslHu",80,32.5176818041176,8039
"489","QKZn1yzA",NA,"YyZvyFTy",1,6,"TDInCFgc","w15ouKhY","syM1zigH","fg8OVq0S","SKQGslHu",90,33.9746666488764,8039
"490","QKZn1yzA",NA,"YyZvyFTy",1,6,"TDInCFgc","w15ouKhY","syM1zigH","fg8OVq0S","SKQGslHu",100,37.7405908871435,8039
"491","QKZn1yzA",NA,"QhvvMEVq",3,6,"TDInCFgc","w15ouKhY","syM1zigH","B0N0gtrC","SKQGslHu",10,100.748727272705,8042
"492","QKZn1yzA",NA,"QhvvMEVq",3,6,"TDInCFgc","w15ouKhY","syM1zigH","B0N0gtrC","SKQGslHu",20,98.1604999992958,8042
"493","QKZn1yzA",NA,"QhvvMEVq",3,6,"TDInCFgc","w15ouKhY","syM1zigH","B0N0gtrC","SKQGslHu",30,95.7987878769661,8042
"494","QKZn1yzA",NA,"QhvvMEVq",3,6,"TDInCFgc","w15ouKhY","syM1zigH","B0N0gtrC","SKQGslHu",40,93.6635909057158,8042
"495","QKZn1yzA",NA,"QhvvMEVq",3,6,"TDInCFgc","w15ouKhY","syM1zigH","B0N0gtrC","SKQGslHu",50,91.7549090855451,8042
"496","QKZn1yzA",NA,"QhvvMEVq",3,6,"TDInCFgc","w15ouKhY","syM1zigH","B0N0gtrC","SKQGslHu",60,90.0727424164537,8042
"497","QKZn1yzA",NA,"QhvvMEVq",3,6,"TDInCFgc","w15ouKhY","syM1zigH","B0N0gtrC","SKQGslHu",70,88.6170908984417,8042
"498","QKZn1yzA",NA,"QhvvMEVq",3,6,"TDInCFgc","w15ouKhY","syM1zigH","B0N0gtrC","SKQGslHu",80,87.3879545315092,8042
"499","QKZn1yzA",NA,"QhvvMEVq",3,6,"TDInCFgc","w15ouKhY","syM1zigH","B0N0gtrC","SKQGslHu",90,86.3853333156562,8042
"500","QKZn1yzA",NA,"QhvvMEVq",3,6,"TDInCFgc","w15ouKhY","syM1zigH","B0N0gtrC","SKQGslHu",100,85.6092272508825,8042
"501","QKZn1yzA",NA,"QhvvMEVq",3,6,"TDInCFgc","w15ouKhY","syM1zigH","qGbWbmxW","SKQGslHu",10,97.9799999999711,8045
"502","QKZn1yzA",NA,"QhvvMEVq",3,6,"TDInCFgc","w15ouKhY","syM1zigH","qGbWbmxW","SKQGslHu",20,97.4429999992939,8045
"503","QKZn1yzA",NA,"QhvvMEVq",3,6,"TDInCFgc","w15ouKhY","syM1zigH","qGbWbmxW","SKQGslHu",30,96.0426666648452,8045
"504","QKZn1yzA",NA,"QhvvMEVq",3,6,"TDInCFgc","w15ouKhY","syM1zigH","qGbWbmxW","SKQGslHu",40,93.7789999966251,8045
"505","QKZn1yzA",NA,"QhvvMEVq",3,6,"TDInCFgc","w15ouKhY","syM1zigH","qGbWbmxW","SKQGslHu",50,90.6519999946335,8045
"506","QKZn1yzA",NA,"QhvvMEVq",3,6,"TDInCFgc","w15ouKhY","syM1zigH","qGbWbmxW","SKQGslHu",60,86.6616666588705,8045
"507","QKZn1yzA",NA,"QhvvMEVq",3,6,"TDInCFgc","w15ouKhY","syM1zigH","qGbWbmxW","SKQGslHu",70,81.8079999893361,8045
"508","QKZn1yzA",NA,"QhvvMEVq",3,6,"TDInCFgc","w15ouKhY","syM1zigH","qGbWbmxW","SKQGslHu",80,76.0909999860302,8045
"509","QKZn1yzA",NA,"QhvvMEVq",3,6,"TDInCFgc","w15ouKhY","syM1zigH","qGbWbmxW","SKQGslHu",90,69.5106666489528,8045
"510","QKZn1yzA",NA,"QhvvMEVq",3,6,"TDInCFgc","w15ouKhY","syM1zigH","qGbWbmxW","SKQGslHu",100,62.0669999781041,8045
"511","QKZn1yzA",NA,"1XWHdme1",3,6,"TDInCFgc","w15ouKhY","syM1zigH","crbKl4mP","SKQGslHu",10,101.52690909089,8048
"512","QKZn1yzA",NA,"1XWHdme1",3,6,"TDInCFgc","w15ouKhY","syM1zigH","crbKl4mP","SKQGslHu",20,91.8404999992834,8048
"513","QKZn1yzA",NA,"1XWHdme1",3,6,"TDInCFgc","w15ouKhY","syM1zigH","crbKl4mP","SKQGslHu",30,82.7268181799691,8048
"514","QKZn1yzA",NA,"1XWHdme1",3,6,"TDInCFgc","w15ouKhY","syM1zigH","crbKl4mP","SKQGslHu",40,74.1858636329472,8048
"515","QKZn1yzA",NA,"1XWHdme1",3,6,"TDInCFgc","w15ouKhY","syM1zigH","crbKl4mP","SKQGslHu",50,66.2176363582177,8048
"516","QKZn1yzA",NA,"1XWHdme1",3,6,"TDInCFgc","w15ouKhY","syM1zigH","crbKl4mP","SKQGslHu",60,58.8221363557806,8048
"517","QKZn1yzA",NA,"1XWHdme1",3,6,"TDInCFgc","w15ouKhY","syM1zigH","crbKl4mP","SKQGslHu",70,51.999363625636,8048
"518","QKZn1yzA",NA,"1XWHdme1",3,6,"TDInCFgc","w15ouKhY","syM1zigH","crbKl4mP","SKQGslHu",80,45.7493181677838,8048
"519","QKZn1yzA",NA,"1XWHdme1",3,6,"TDInCFgc","w15ouKhY","syM1zigH","crbKl4mP","SKQGslHu",90,40.0719999822241,8048
"520","QKZn1yzA",NA,"1XWHdme1",3,6,"TDInCFgc","w15ouKhY","syM1zigH","crbKl4mP","SKQGslHu",100,34.9674090689567,8048
"521","QKZn1yzA",NA,"1XWHdme1",3,6,"TDInCFgc","w15ouKhY","syM1zigH","8fPPL7Vp","SKQGslHu",10,101.965454545437,8051
"522","QKZn1yzA",NA,"1XWHdme1",3,6,"TDInCFgc","w15ouKhY","syM1zigH","8fPPL7Vp","SKQGslHu",20,85.2649999992689,8051
"523","QKZn1yzA",NA,"1XWHdme1",3,6,"TDInCFgc","w15ouKhY","syM1zigH","8fPPL7Vp","SKQGslHu",30,70.9675757557005,8051
"524","QKZn1yzA",NA,"1XWHdme1",3,6,"TDInCFgc","w15ouKhY","syM1zigH","8fPPL7Vp","SKQGslHu",40,59.0731818147316,8051
"525","QKZn1yzA",NA,"1XWHdme1",3,6,"TDInCFgc","w15ouKhY","syM1zigH","8fPPL7Vp","SKQGslHu",50,49.5818181763621,8051
"526","QKZn1yzA",NA,"1XWHdme1",3,6,"TDInCFgc","w15ouKhY","syM1zigH","8fPPL7Vp","SKQGslHu",60,42.4934848405922,8051
"527","QKZn1yzA",NA,"1XWHdme1",3,6,"TDInCFgc","w15ouKhY","syM1zigH","8fPPL7Vp","SKQGslHu",70,37.8081818074217,8051
"528","QKZn1yzA",NA,"1XWHdme1",3,6,"TDInCFgc","w15ouKhY","syM1zigH","8fPPL7Vp","SKQGslHu",80,35.5259090768507,8051
"529","QKZn1yzA",NA,"1XWHdme1",3,6,"TDInCFgc","w15ouKhY","syM1zigH","8fPPL7Vp","SKQGslHu",90,35.6466666488791,8051
"530","QKZn1yzA",NA,"1XWHdme1",3,6,"TDInCFgc","w15ouKhY","syM1zigH","8fPPL7Vp","SKQGslHu",100,38.1704545235071,8051
"531","QKZn1yzA",NA,"QhvvMEVq",2,6,"wINVDlE4","w15ouKhY","Vms3ZUMd","JS8n0pw8","1cY4rFqL",10,95.5,1
"532","QKZn1yzA",NA,"QhvvMEVq",2,6,"wINVDlE4","w15ouKhY","Vms3ZUMd","JS8n0pw8","1cY4rFqL",20,96.5222222222222,1
"533","QKZn1yzA",NA,"QhvvMEVq",2,6,"wINVDlE4","w15ouKhY","Vms3ZUMd","JS8n0pw8","1cY4rFqL",30,97.4222222222222,1
"534","QKZn1yzA",NA,"QhvvMEVq",2,6,"wINVDlE4","w15ouKhY","Vms3ZUMd","JS8n0pw8","1cY4rFqL",40,98.2,1
"535","QKZn1yzA",NA,"QhvvMEVq",2,6,"wINVDlE4","w15ouKhY","Vms3ZUMd","JS8n0pw8","1cY4rFqL",50,98.8555555555556,1
"536","QKZn1yzA",NA,"QhvvMEVq",2,6,"wINVDlE4","w15ouKhY","Vms3ZUMd","JS8n0pw8","1cY4rFqL",60,99.3888888888889,1
"537","QKZn1yzA",NA,"QhvvMEVq",2,6,"wINVDlE4","w15ouKhY","Vms3ZUMd","JS8n0pw8","1cY4rFqL",70,99.8,1
"538","QKZn1yzA",NA,"QhvvMEVq",2,6,"wINVDlE4","w15ouKhY","Vms3ZUMd","JS8n0pw8","1cY4rFqL",80,100.088888888889,1
"539","QKZn1yzA",NA,"QhvvMEVq",2,6,"wINVDlE4","w15ouKhY","Vms3ZUMd","JS8n0pw8","1cY4rFqL",90,100.255555555556,1
"540","QKZn1yzA",NA,"QhvvMEVq",2,6,"wINVDlE4","w15ouKhY","Vms3ZUMd","JS8n0pw8","1cY4rFqL",100,100.3,1
"541","QKZn1yzA",NA,"QhvvMEVq",2,24,"wINVDlE4","w15ouKhY","Vms3ZUMd","JS8n0pw8","1cY4rFqL",10,95.9,2
"542","QKZn1yzA",NA,"QhvvMEVq",2,24,"wINVDlE4","w15ouKhY","Vms3ZUMd","JS8n0pw8","1cY4rFqL",20,96.8144444444444,2
"543","QKZn1yzA",NA,"QhvvMEVq",2,24,"wINVDlE4","w15ouKhY","Vms3ZUMd","JS8n0pw8","1cY4rFqL",30,97.6144444444444,2
"544","QKZn1yzA",NA,"QhvvMEVq",2,24,"wINVDlE4","w15ouKhY","Vms3ZUMd","JS8n0pw8","1cY4rFqL",40,98.3,2
"545","QKZn1yzA",NA,"QhvvMEVq",2,24,"wINVDlE4","w15ouKhY","Vms3ZUMd","JS8n0pw8","1cY4rFqL",50,98.8711111111111,2
"546","QKZn1yzA",NA,"QhvvMEVq",2,24,"wINVDlE4","w15ouKhY","Vms3ZUMd","JS8n0pw8","1cY4rFqL",60,99.3277777777778,2
"547","QKZn1yzA",NA,"QhvvMEVq",2,24,"wINVDlE4","w15ouKhY","Vms3ZUMd","JS8n0pw8","1cY4rFqL",70,99.67,2
"548","QKZn1yzA",NA,"QhvvMEVq",2,24,"wINVDlE4","w15ouKhY","Vms3ZUMd","JS8n0pw8","1cY4rFqL",80,99.8977777777778,2
"549","QKZn1yzA",NA,"QhvvMEVq",2,24,"wINVDlE4","w15ouKhY","Vms3ZUMd","JS8n0pw8","1cY4rFqL",90,100.011111111111,2
"550","QKZn1yzA",NA,"QhvvMEVq",2,24,"wINVDlE4","w15ouKhY","Vms3ZUMd","JS8n0pw8","1cY4rFqL",100,100.01,2
"551","eYA4B4iC",NA,"YyZvyFTy",2,6,"wINVDlE4","w15ouKhY","Vms3ZUMd","IJAAI8wc","1cY4rFqL",10,97.9,3
"552","eYA4B4iC",NA,"YyZvyFTy",2,6,"wINVDlE4","w15ouKhY","Vms3ZUMd","IJAAI8wc","1cY4rFqL",20,98.0511111111111,3
"553","eYA4B4iC",NA,"YyZvyFTy",2,6,"wINVDlE4","w15ouKhY","Vms3ZUMd","IJAAI8wc","1cY4rFqL",30,98.1844444444444,3
"554","eYA4B4iC",NA,"YyZvyFTy",2,6,"wINVDlE4","w15ouKhY","Vms3ZUMd","IJAAI8wc","1cY4rFqL",40,98.3,3
"555","eYA4B4iC",NA,"YyZvyFTy",2,6,"wINVDlE4","w15ouKhY","Vms3ZUMd","IJAAI8wc","1cY4rFqL",50,98.3977777777778,3
"556","eYA4B4iC",NA,"YyZvyFTy",2,6,"wINVDlE4","w15ouKhY","Vms3ZUMd","IJAAI8wc","1cY4rFqL",60,98.4777777777778,3
"557","eYA4B4iC",NA,"YyZvyFTy",2,6,"wINVDlE4","w15ouKhY","Vms3ZUMd","IJAAI8wc","1cY4rFqL",70,98.54,3
"558","eYA4B4iC",NA,"YyZvyFTy",2,6,"wINVDlE4","w15ouKhY","Vms3ZUMd","IJAAI8wc","1cY4rFqL",80,98.5844444444444,3
"559","eYA4B4iC",NA,"YyZvyFTy",2,6,"wINVDlE4","w15ouKhY","Vms3ZUMd","IJAAI8wc","1cY4rFqL",90,98.6111111111111,3
"560","eYA4B4iC",NA,"YyZvyFTy",2,6,"wINVDlE4","w15ouKhY","Vms3ZUMd","IJAAI8wc","1cY4rFqL",100,98.62,3
"561","eYA4B4iC",NA,"YyZvyFTy",2,24,"wINVDlE4","w15ouKhY","Vms3ZUMd","IJAAI8wc","1cY4rFqL",10,98.2,4
"562","eYA4B4iC",NA,"YyZvyFTy",2,24,"wINVDlE4","w15ouKhY","Vms3ZUMd","IJAAI8wc","1cY4rFqL",20,98.2177777777778,4
"563","eYA4B4iC",NA,"YyZvyFTy",2,24,"wINVDlE4","w15ouKhY","Vms3ZUMd","IJAAI8wc","1cY4rFqL",30,98.2177777777778,4
"564","eYA4B4iC",NA,"YyZvyFTy",2,24,"wINVDlE4","w15ouKhY","Vms3ZUMd","IJAAI8wc","1cY4rFqL",40,98.2,4
"565","eYA4B4iC",NA,"YyZvyFTy",2,24,"wINVDlE4","w15ouKhY","Vms3ZUMd","IJAAI8wc","1cY4rFqL",50,98.1644444444445,4
"566","eYA4B4iC",NA,"YyZvyFTy",2,24,"wINVDlE4","w15ouKhY","Vms3ZUMd","IJAAI8wc","1cY4rFqL",60,98.1111111111111,4
"567","eYA4B4iC",NA,"YyZvyFTy",2,24,"wINVDlE4","w15ouKhY","Vms3ZUMd","IJAAI8wc","1cY4rFqL",70,98.04,4
"568","eYA4B4iC",NA,"YyZvyFTy",2,24,"wINVDlE4","w15ouKhY","Vms3ZUMd","IJAAI8wc","1cY4rFqL",80,97.9511111111111,4
"569","eYA4B4iC",NA,"YyZvyFTy",2,24,"wINVDlE4","w15ouKhY","Vms3ZUMd","IJAAI8wc","1cY4rFqL",90,97.8444444444445,4
"570","eYA4B4iC",NA,"YyZvyFTy",2,24,"wINVDlE4","w15ouKhY","Vms3ZUMd","IJAAI8wc","1cY4rFqL",100,97.72,4
"571","EoYncPX1",NA,"QhvvMEVq",5.5,24,"wINVDlE4","w15ouKhY","syM1zigH","EVbUwci8","1cY4rFqL",10,100.000000050638,4027
"572","EoYncPX1",NA,"QhvvMEVq",5.5,24,"wINVDlE4","w15ouKhY","syM1zigH","EVbUwci8","1cY4rFqL",20,100.000000049961,4027
"573","EoYncPX1",NA,"QhvvMEVq",5.5,24,"wINVDlE4","w15ouKhY","syM1zigH","EVbUwci8","1cY4rFqL",30,100.000000048848,4027
"574","EoYncPX1",NA,"QhvvMEVq",5.5,24,"wINVDlE4","w15ouKhY","syM1zigH","EVbUwci8","1cY4rFqL",40,100.000000047298,4027
"575","EoYncPX1",NA,"QhvvMEVq",5.5,24,"wINVDlE4","w15ouKhY","syM1zigH","EVbUwci8","1cY4rFqL",50,100.000000045312,4027
"576","EoYncPX1",NA,"QhvvMEVq",5.5,24,"wINVDlE4","w15ouKhY","syM1zigH","EVbUwci8","1cY4rFqL",60,100.00000004289,4027
"577","EoYncPX1",NA,"QhvvMEVq",5.5,24,"wINVDlE4","w15ouKhY","syM1zigH","EVbUwci8","1cY4rFqL",70,100.000000040031,4027
"578","EoYncPX1",NA,"QhvvMEVq",5.5,24,"wINVDlE4","w15ouKhY","syM1zigH","EVbUwci8","1cY4rFqL",80,100.000000036736,4027
"579","EoYncPX1",NA,"QhvvMEVq",5.5,24,"wINVDlE4","w15ouKhY","syM1zigH","EVbUwci8","1cY4rFqL",90,100.000000033005,4027
"580","EoYncPX1",NA,"QhvvMEVq",5.5,24,"wINVDlE4","w15ouKhY","syM1zigH","EVbUwci8","1cY4rFqL",100,100.000000028838,4027
"581","QKZn1yzA",NA,"QhvvMEVq",1,24,"wINVDlE4","w15ouKhY","syM1zigH","JS8n0pw8","1cY4rFqL",10,93.4282626188173,4029
"582","QKZn1yzA",NA,"QhvvMEVq",1,24,"wINVDlE4","w15ouKhY","syM1zigH","JS8n0pw8","1cY4rFqL",20,85.434397570958,4029
"583","QKZn1yzA",NA,"QhvvMEVq",1,24,"wINVDlE4","w15ouKhY","syM1zigH","JS8n0pw8","1cY4rFqL",30,77.8288086423278,4029
"584","QKZn1yzA",NA,"QhvvMEVq",1,24,"wINVDlE4","w15ouKhY","syM1zigH","JS8n0pw8","1cY4rFqL",40,70.6114958329265,4029
"585","QKZn1yzA",NA,"QhvvMEVq",1,24,"wINVDlE4","w15ouKhY","syM1zigH","JS8n0pw8","1cY4rFqL",50,63.7824591427543,4029
"586","QKZn1yzA",NA,"QhvvMEVq",1,24,"wINVDlE4","w15ouKhY","syM1zigH","JS8n0pw8","1cY4rFqL",60,57.3416985718111,4029
"587","QKZn1yzA",NA,"QhvvMEVq",1,24,"wINVDlE4","w15ouKhY","syM1zigH","JS8n0pw8","1cY4rFqL",70,51.2892141200968,4029
"588","QKZn1yzA",NA,"QhvvMEVq",1,24,"wINVDlE4","w15ouKhY","syM1zigH","JS8n0pw8","1cY4rFqL",80,45.6250057876116,4029
"589","QKZn1yzA",NA,"QhvvMEVq",1,24,"wINVDlE4","w15ouKhY","syM1zigH","JS8n0pw8","1cY4rFqL",90,40.3490735743554,4029
"590","QKZn1yzA",NA,"QhvvMEVq",1,24,"wINVDlE4","w15ouKhY","syM1zigH","JS8n0pw8","1cY4rFqL",100,35.4614174803282,4029
